Source,Target
66,1155357602
78,1155357602
-1907187532,1155357602
66,1162333111
-995393338,1206697510
88,1206697510
913551578,1206697510
-1907187532,1206697510
66,1206697510
1012444188,1206697510
895234038,1206697510
1579768016,1206697510
78,1206697510
1012444188,1223020123
78,1223020123
-1907187532,1223020123
66,1223020123
1579768016,1223020123
85918,1239695997
2115971373,1239695997
1012444188,1239695997
66,1239695997
-1907187532,1239695997
78,1239695997
1579768016,1239695997
-1907187532,1250925744
78,1250925744
1012444188,1250925744
1579768016,1250925744
66,1250925744
-1907187532,1288585258
78,1295459687
1012444188,1295459687
1579768016,1295459687
-1907187532,1295459687
66,1295459687
-1907187532,1376652368
1579768016,1376652368
1012444188,1376652368
66,1376652368
78,1376652368
-1907187532,1420506829
1012444188,1420506829
66,1420506829
78,1420506829
1579768016,1420506829
-1907187532,1451737000
66,1451737000
66,1529826287
66,1579577497
1012444188,1592947216
1579768016,1592947216
69443,1592947216
-1907187532,1592947216
78,1592947216
66,1592947216
78,1623395810
66,1632292937
1579768016,1632292937
-1907187532,1632292937
78,1632292937
88,1632292937
1012444188,1632292937
78,1696191252
1012444188,1710321851
78,1710321851
-1907187532,1710321851
1579768016,1710321851
66,1710321851
66,1717184169
1012444188,1717184169
-1907187532,1717184169
78,1717184169
1579768016,1717184169
66,1731509829
-1907187532,1731509829
-1907187532,1885987340
78,1885987340
1098638650,1885987340
1006728698,1885987340
1012444188,1942368450
78,1942368450
-1907187532,1942368450
1579768016,1942368450
66,1942368450
1012444188,1979626344
66,1979626344
-1907187532,1979626344
78,1979626344
78,2005262798
-1907187532,2009067453
66,2009067453
66,2020898750
-1907187532,2024675869
78,2024675869
1012444188,2024675869
66,2024675869
1579768016,2024675869
78,2042339575
78,2076617209
-1907187532,2112152766
66,2112152766
