id,Community
1036153944,1036153944
-1028310682,1036153944
-1028310682,1036153944
2346142,1036153944
745744578,1036153944
832500656,1036153944
-879481778,1036153944
745745259,1036153944
930447378,1036153944
-845322360,1036153944
-804807468,1036153944
195569352,1036153944
740117774,1036153944
1011220918,1036153944
1749460814,1036153944
-978308421,1036153944
-178353442,1036153944
-1691894009,1036153944
-1190259475,1036153944
58528104,1036153944
85398046,1036153944
788904162,1036153944
931369662,1036153944
1833066736,1036153944
-1903673645,1036153944
-1872597835,1036153944
1002534139,1036153944
-883967054,1036153944
730908125,1036153944
1777874460,1036153944
-274207314,1036153944
-1151361103,1036153944
-731461384,1036153944
-364092,1036153944
104388377,1036153944
910167999,1036153944
1628543018,1036153944
-863909407,1036153944
143547172,1036153944
770515857,1036153944
-1175259340,1036153944
-888400083,1036153944
-875656547,1036153944
-274207314,1036153944
12838915,1036153944
84522556,1036153944
115863800,1036153944
143821229,1036153944
-1888877086,1036153944
-1780853097,1036153944
-713987545,1036153944
-1847082000,1036153944
-471165616,1036153944
1602864164,1036153944
1802225451,1036153944
-1423067140,1036153944
-1007831293,1036153944
-804654379,1036153944
-143606145,1036153944
297517868,1036153944
839857658,1036153944
1607480687,1036153944
1719108652,1036153944
-1142255000,1036153944
115247947,1036153944
1456563373,1036153944
-660502543,1036153944
-79575549,1036153944
-4881268,1036153944
51502707,1036153944
251814776,1036153944
826758591,1036153944
911985126,1036153944
1003403298,1036153944
1132965784,1036153944
1652872772,1036153944
1684198398,1036153944
1596614813,1036153944
-330797151,1036153944
-908453545,1036153944
-660502543,1036153944
104388377,1036153944
143821229,1036153944
199197188,1036153944
740272562,1036153944
-1952803707,1036153944
-1920582690,1036153944
-1853839019,1036153944
-868649049,1036153944
-1950686,1036153944
84522556,1036153944
251814776,1036153944
910167999,1036153944
-731461384,1036153944
-661313126,1036153944
29213124,1036153944
1456563373,1036153944
-1780853097,1036153944
-1151361103,1036153944
-1129642853,1036153944
-979640732,1036153944
-804654379,1036153944
-274207314,1036153944
115863800,1036153944
618260404,1036153944
918440089,1036153944
-918880117,1036153944
-885756599,1036153944
-713987545,1036153944
12838915,1036153944
1628543018,1036153944
1652872772,1036153944
1719108652,1036153944
-875656547,1036153944
-659407334,1036153944
-471165616,1036153944
-199283434,1036153944
-4881268,1036153944
115247947,1036153944
770515857,1036153944
819728603,1036153944
944604587,1036153944
-1843872004,1036153944
-1583480159,1036153944
-863909407,1036153944
-770463628,1036153944
1077429058,1036153944
1132965784,1036153944
1802225451,1036153944
-1919471358,1036153944
-1902874499,1036153944
30824903,1036153944
143547172,1036153944
826758591,1036153944
839857658,1036153944
-913067334,1036153944
-100132672,1036153944
179040831,1036153944
595384337,1036153944
-1746860539,1036153944
-1579413247,1036153944
-297660850,1036153944
741042310,1036153944
1828148957,1036153944
-2017539901,1036153944
-934747371,1036153944
650015168,1036153944
-1654925778,1036153944
711551555,1036153944
134489348,1036153944
1584505050,1036153944
1748751532,1036153944
2001275572,1036153944
-2025231764,1036153944
-2011390181,1036153944
-1904842441,1036153944
1814236117,1036153944
887907013,1036153944
1331331028,1036153944
1549530554,1036153944
1788301816,1036153944
-471165616,1036153944
469895463,1036153944
745744578,1036153944
966798976,1036153944
1607480687,1036153944
1731552368,1036153944
888774949,1036153944
-1072318022,1036153944
945311420,1036153944
757693089,1036153944
930447378,1036153944
-1977743520,1036153944
195569352,1036153944
499182992,1036153944
1994120114,1036153944
-443641491,1036153944
855763548,1036153944
-1423067140,1036153944
24478559,1036153944
-1837190663,1036153944
1596614813,1036153944
997065313,1036153944
1777290413,1036153944
-1925932447,1036153944
-1921831531,1036153944
-203930990,1036153944
-85390000,1036153944
575581024,1036153944
799380211,1036153944
858776814,1036153944
1944843306,1036153944
-895740085,1036153944
-629767978,1036153944
-125468049,1036153944
-27867122,1036153944
712460140,1036153944
1794343760,1036153944
2130035460,1036153944
-1159042389,1036153944
-57631518,1036153944
-21749218,1036153944
579858231,1036153944
843896693,1036153944
1103389860,1036153944
1611338613,1036153944
1898780211,1036153944
-1066508653,1036153944
-1019242809,1036153944
-925003693,1036153944
-101240936,1036153944
43893898,1036153944
88206636,1036153944
1647515508,1036153944
1761209006,1036153944
1903166062,1036153944
-859117414,1036153944
-757157800,1036153944
-637610012,1036153944
-120872642,1036153944
801070059,1036153944
1659214265,1036153944
-1717040830,1036153944
-260537522,1036153944
655408590,1036153944
982907312,1036153944
1846141343,1036153944
-973756825,1036153944
-203650479,1036153944
717887855,1036153944
905066317,1036153944
998171817,1036153944
-1725537493,1036153944
-1357923437,1036153944
-988931967,1036153944
-835228646,1036153944
-747611574,1036153944
988447166,1036153944
811321564,1036153944
1498828307,1036153944
-1718775422,1036153944
1025103814,1036153944
-1922334462,1036153944
-1721219886,1036153944
-742760720,1036153944
-88188054,1036153944
770742108,1036153944
888774949,1036153944
1731552368,1036153944
3116175,1036153944
828979673,1036153944
-719615164,1036153944
737621821,1036153944
820400378,1036153944
-32755880,1036153944
833478916,1036153944
966798976,1036153944
1685152992,1036153944
888919129,1036153944
-826739571,1036153944
-471165616,1036153944
30468644,1036153944
1994120114,1036153944
-2135477310,1036153944
-1581687572,1036153944
-1072292168,1036153944
-657741958,1036153944
-1158060488,1036153944
-743532439,1036153944
2007267478,1036153944
-1919471358,1036153944
587272310,1036153944
-29767932,1036153944
83488511,1036153944
134489348,1036153944
771575177,1036153944
-471165616,1036153944
-29983273,1036153944
747145223,1036153944
770586397,1036153944
861182655,1036153944
1595570175,1036153944
-1242305744,1036153944
-980190984,1036153944
1830327507,1036153944
1749460814,1036153944
-1028310682,1036153944
-1977743520,1036153944
740117774,1036153944
1546195829,1036153944
-1977743520,1036153944
-399912,1036153944
745745259,1036153944
195569352,1036153944
930447378,1036153944
-1800162357,1036153944
1247298459,1036153944
-1716927291,1036153944
-691882412,1036153944
888212027,1036153944
719801175,1036153944
-1835493952,1036153944
-1004228541,1036153944
-138870394,1036153944
56887998,1036153944
-1804695489,1036153944
29207482,1036153944
324607878,1036153944
-889564780,1036153944
-41217152,1036153944
-886596479,1036153944
104388377,1036153944
819728603,1036153944
910167999,1036153944
1652872772,1036153944
-1920582690,1036153944
-1583480159,1036153944
143821229,1036153944
-731461384,1036153944
-471165616,1036153944
143547172,1036153944
-1952803707,1036153944
-875656547,1036153944
-1151361103,1036153944
1802225451,1036153944
-1007831293,1036153944
199197188,1036153944
1743979330,1036153944
30045351,1036153944
-141848722,1036153944
-1128657732,1036153944
25514268,1036153944
46733199,1036153944
-60546200,1036153944
53159566,1036153944
1672868854,1036153944
1678803251,1036153944
-1389413547,1036153944
-2073236040,1036153944
-1072292168,1036153944
-88161408,1036153944
1359217450,1036153944
1626162776,1036153944
1680438997,1036153944
2134532727,1036153944
-1058817565,1036153944
-1026429013,1036153944
-330797151,1036153944
-267750625,1036153944
1330591058,1036153944
1863059785,1036153944
-1298495107,1036153944
-1070235504,1036153944
-146287489,1036153944
1625983063,1036153944
1650143320,1036153944
-24439257,1036153944
-463369,1036153944
91418836,1036153944
1626994041,1036153944
1691069400,1036153944
-2075920919,1036153944
1628752452,1036153944
-1299477404,1036153944
-86257508,1036153944
721647191,1036153944
888774949,1036153944
888919129,1036153944
-826739571,1036153944
-463369,1036153944
499182992,1036153944
